net,length_um
u_array.row_gen\[2\].col_gen\[1\].u_pe.u_fp16_adder.mant_small_aligned_s1\[3\],27.9
u_array.row_gen\[3\].col_gen\[2\].u_pe.u_fp16_adder.mant_large_s1\[3\],27.9
_06527_,27.88
net445,27.88
_04278_,27.86
_05760_,27.86
_15056_,27.86
_10675_,27.84
_14858_,27.83
_05282_,27.82
_12281_,27.82
_17078_,27.82
u_array.row_gen\[2\].col_gen\[0\].u_pe.u_fp16_adder.exp_max_s1\[2\],27.82
_11001_,27.815
_09887_,27.78
net527,27.78
_03048_,27.76
_17306_,27.76
_09498_,27.74
_14487_,27.74
_12803_,27.735
u_array.row_gen\[0\].col_gen\[0\].u_pe.u_fp16_adder.mant_large_s1\[6\],27.72
_07110_,27.7
_12391_,27.7
net1848,27.7
_08509_,27.68
u_array.p_wire\[11\]\[7\],27.68
_05264_,27.66
_08343_,27.66
_14570_,27.66
_15175_,27.66
_04221_,27.64
_12736_,27.64
_15349_,27.64
_11315_,27.62
_13825_,27.62
_18663_,27.62
_06274_,27.6
_15277_,27.6
_18521_,27.6
_05683_,27.58
_05815_,27.58
_07406_,27.58
_03164_,27.56
_10096_,27.56
_16339_,27.56
_17805_,27.56
net714,27.56
_11654_,27.52
_14593_,27.52
_18000_,27.5
_08991_,27.48
_11493_,27.48
_18248_,27.48
u_array.row_gen\[0\].col_gen\[3\].u_pe.u_fp16_adder.mant_small_aligned_s1\[5\],27.48
_13160_,27.46
_17076_,27.46
_18587_,27.46
net517,27.46
_05935_,27.44
_09444_,27.44
post_mul_gen\[1\].u_post_mul.mant_mul_s1\[5\],27.44
u_array.row_gen\[0\].col_gen\[1\].u_pe.u_fp16_adder.mant_small_aligned_s1\[3\],27.44
_16093_,27.42
_18145_,27.42
_09157_,27.4
_10546_,27.4
_14872_,27.4
_03207_,27.39
_06284_,27.375
_06831_,27.345
_16586_,27.34
u_array.row_gen\[2\].col_gen\[3\].u_pe.u_fp16_adder.mant_large_s1\[9\],27.34
net1006,27.34
net2142,27.34
_17838_,27.32
col_deskew_out\[2\].genblk1.u_deskew_buf.gen_delay.ptr\[1\],27.32
_15205_,27.3
u_array.row_gen\[2\].col_gen\[1\].u_pe.u_fp16_adder.exp_max_s2\[2\],27.3
net819,27.3
net1239,27.3
_08923_,27.28
_12489_,27.28
_15131_,27.28
_17048_,27.28
net2771,27.28
_05952_,27.26
_10150_,27.26
_12844_,27.26
u_array.row_gen\[3\].col_gen\[0\].u_pe.u_fp16_adder.mant_small_aligned_s1\[13\],27.26
_13929_,27.24
_08477_,27.23
_04663_,27.22
_13022_,27.22
_14766_,27.22
_14826_,27.22
_08914_,27.2
_09763_,27.2
u_array.row_gen\[2\].col_gen\[0\].u_pe.u_fp16_adder.exp_max_s1\[0\],27.2
u_array.row_gen\[2\].col_gen\[0\].u_pe.u_fp16_adder.exp_max_s1\[4\],27.2
u_array.row_gen\[3\].col_gen\[0\].u_pe.u_fp16_adder.mant_small_aligned_s1\[6\],27.2
_02696_,27.18
_12393_,27.18
_13283_,27.18
_05424_,27.16
_09673_,27.16
_17823_,27.16
_06287_,27.14
_12724_,27.14
_17586_,27.14
pre_mul_gen\[2\].u_pre_mul.mant_mul_s1\[9\],27.12
_08230_,27.1
_08939_,27.08
_08977_,27.08
_09871_,27.08
_12392_,27.06
_14411_,27.06
_15119_,27.06
_15200_,27.06
_17500_,27.06
pre_mul_gen\[3\].u_pre_mul.mant_mul_s1\[7\],27.06
_05052_,27.04
_13736_,27.04
_14553_,27.04
_14898_,27.04
_17329_,27.04
u_array.row_gen\[3\].col_gen\[3\].u_pe.u_fp16_adder.mant_small_aligned_s1\[7\],27.04
_03421_,27.02
_12332_,27.02
_12771_,27.02
_14503_,27.02
_08461_,27
_08625_,27
_15566_,26.995
_06003_,26.98
_14290_,26.98
_07310_,26.96
u_array.row_gen\[0\].col_gen\[2\].u_pe.u_fp16_adder.valid_s1,26.94
_04438_,26.92
_05737_,26.92
net800,26.92
_09660_,26.9
_12306_,26.9
_14684_,26.9
_15303_,26.9
_03559_,26.88
_10052_,26.88
_15134_,26.88
net825,26.88
_12574_,26.86
_18220_,26.86
net708,26.86
_09162_,26.85
post_mul_gen\[0\].u_post_mul.mant_mul_s1\[7\],26.84
_15418_,26.83
_06240_,26.82
_06637_,26.82
_08476_,26.82
_08903_,26.82
pre_mul_gen\[1\].u_pre_mul.mant_mul_s1\[4\],26.82
_08608_,26.78
_10609_,26.78
_11522_,26.78
_15787_,26.78
_18075_,26.78
u_array.row_gen\[0\].col_gen\[2\].u_pe.u_fp16_adder.mant_large_s1\[8\],26.78
_18612_,26.76
u_array.row_gen\[3\].col_gen\[2\].u_pe.u_fp16_adder.exp_max_s1\[3\],26.76
_03730_,26.74
_08821_,26.74
_15943_,26.74
_08425_,26.72
_09435_,26.72
_11209_,26.72
net2625,26.72
_16351_,26.71
_04163_,26.7
_05711_,26.7
_06873_,26.68
u_array.row_gen\[3\].col_gen\[0\].u_pe.u_fp16_adder.mant_small_aligned_s1\[12\],26.68
net2745,26.68
_14629_,26.675
_17635_,26.67
_02887_,26.66
_05442_,26.66
col_deskew_out\[0\].genblk1.u_deskew_buf.gen_delay.mem\[8\]\[5\],26.66
_03721_,26.64
_08567_,26.64
_13508_,26.64
_15662_,26.64
pre_mul_gen\[0\].u_pre_mul.exp_s1\[6\],26.64
u_array.p_wire\[4\]\[13\],26.64
_10015_,26.63
_14812_,26.62
_17343_,26.62
_07703_,26.6
_10693_,26.6
u_array.row_gen\[3\].col_gen\[2\].u_pe.x_out\[9\],26.6
_12997_,26.58
_15343_,26.58
_16314_,26.58
u_array.row_gen\[1\].col_gen\[3\].u_pe.u_fp16_adder.mant_small_aligned_s1\[11\],26.58
_03463_,26.56
_11458_,26.56
_17145_,26.56
_09066_,26.54
net1299,26.54
_04994_,26.52
_14979_,26.52
net1306,26.52
net1976,26.52
_04120_,26.5
_08132_,26.5
_09769_,26.5
_13824_,26.5
_15188_,26.5
_11670_,26.48
_14232_,26.48
_16823_,26.48
_18410_,26.48
_04148_,26.465
_03698_,26.46
u_array.row_gen\[2\].col_gen\[0\].u_pe.u_fp16_adder.mant_small_aligned_s1\[5\],26.46
net266,26.46
_09960_,26.44
_16309_,26.43
_04639_,26.4
_11775_,26.4
_15865_,26.4
u_array.row_gen\[1\].col_gen\[1\].u_pe.x_out\[6\],26.4
_04666_,26.38
_15272_,26.38
_02892_,26.36
_05628_,26.36
_12618_,26.36
_05033_,26.34
_15086_,26.34
_16539_,26.34
_04681_,26.33
_13804_,26.32
net2721,26.32
u_array.row_gen\[1\].col_gen\[1\].u_pe.u_fp16_adder.mant_small_aligned_s1\[5\],26.3
net466,26.3
_04876_,26.28
_09172_,26.28
_09882_,26.28
_15483_,26.28
_18520_,26.28
_09412_,26.275
_03959_,26.26
_05611_,26.26
_11305_,26.26
_13751_,26.26
_18549_,26.26
_06255_,26.24
_13663_,26.24
_14677_,26.24
_17271_,26.24
_05280_,26.22
_17575_,26.22
_04259_,26.2
net482,26.2
_06369_,26.18
_08943_,26.18
_11227_,26.18
net772,26.18
net2569,26.18
_05564_,26.16
_06082_,26.16
_13872_,26.16
u_array.row_gen\[2\].col_gen\[0\].u_pe.v_s1,26.16
net1535,26.16
_15285_,26.15
_14726_,26.14
net785,26.14
net2331,26.14
_03001_,26.12
_13806_,26.12
_14194_,26.12
_17341_,26.12
_03386_,26.1
_03466_,26.1
_04373_,26.1
_10499_,26.1
_17627_,26.1
_18339_,26.08
net293,26.08
_08448_,26.06
_08933_,26.06
net2563,26.04
_08429_,26.02
_10741_,26.02
_11398_,26.02
_17286_,26.02
_17849_,26.02
_15193_,26
_05656_,25.98
_15596_,25.98
_17406_,25.98
col_deskew_out\[2\].genblk1.u_deskew_buf.gen_delay.mem\[0\]\[1\],25.98
net515,25.98
_08108_,25.96
net1668,25.96
_11212_,25.94
_10878_,25.92
_12494_,25.9
_03931_,25.89
_14764_,25.88
net729,25.88
u_array.row_gen\[1\].col_gen\[1\].u_pe.u_fp16_adder.mant_small_aligned_s1\[8\],25.84
_17312_,25.83
_18120_,25.82
_18241_,25.82
_17116_,25.8
_18337_,25.8
_05744_,25.78
_04795_,25.775
_05775_,25.76
_07501_,25.76
_14522_,25.76
_15931_,25.76
_17707_,25.76
_18712_,25.76
col_deskew_out\[2\].genblk1.u_deskew_buf.d_in\[15\],25.76
_17146_,25.75
_03800_,25.74
_08649_,25.74
_08809_,25.74
_11003_,25.74
_12394_,25.74
u_array.row_gen\[0\].col_gen\[2\].u_pe.x_s1\[9\],25.74
u_array.row_gen\[1\].col_gen\[0\].u_pe.u_fp16_adder.mant_large_s1\[12\],25.74
u_array.row_gen\[3\].col_gen\[1\].u_pe.x_s1\[12\],25.74
_09301_,25.73
_06352_,25.72
_08861_,25.7
_09559_,25.7
_15268_,25.7
net1187,25.7
_05568_,25.68
_10599_,25.68
_15269_,25.68
_16570_,25.68
post_mul_gen\[1\].u_post_mul.mant_mul_s1\[21\],25.68
_15554_,25.665
_05958_,25.66
_06204_,25.64
_16962_,25.64
net858,25.64
net2636,25.64
_04970_,25.62
_10198_,25.62
_16587_,25.62
u_skew.row_skew\[1\].u_skew_buf.gen_delay.ptr\[4\],25.62
_03992_,25.6
_15027_,25.6
_17060_,25.6
post_mul_gen\[2\].u_post_mul.mant_mul_s1\[21\],25.6
net2694,25.6
u_array.row_gen\[1\].col_gen\[2\].u_pe.u_fp16_adder.mant_large_s1\[12\],25.595
_08524_,25.58
pre_mul_gen\[1\].u_pre_mul.mant_mul_s1\[12\],25.58
_09541_,25.56
_11368_,25.54
_14964_,25.53
_05164_,25.5
_08234_,25.5
_09220_,25.5
_09328_,25.5
_17755_,25.5
u_array.row_gen\[1\].col_gen\[1\].u_pe.u_fp16_adder.exp_max_s1\[3\],25.5
_10676_,25.48
_14544_,25.48
_17719_,25.48
net295,25.48
_03577_,25.46
_08364_,25.46
_08422_,25.46
_09854_,25.46
_15480_,25.46
_10459_,25.44
u_array.row_gen\[3\].col_gen\[0\].u_pe.v_s3,25.44
_06502_,25.42
_02931_,25.4
_04905_,25.4
_09421_,25.4
_13027_,25.4
net833,25.38
_02917_,25.36
_10650_,25.36
_10720_,25.36
_11347_,25.36
_14017_,25.36
net274,25.36
net2414,25.36
u_array.row_gen\[1\].col_gen\[2\].u_pe.u_fp16_adder.mant_large_s1\[11\],25.34
u_array.row_gen\[2\].col_gen\[2\].u_pe.x_s1\[1\],25.34
_14482_,25.32
_11369_,25.31
_14569_,25.31
_08207_,25.305
_09125_,25.3
pre_mul_gen\[0\].u_pre_mul.mant_mul_s1\[15\],25.3
_08491_,25.28
_14609_,25.28
_03522_,25.26
_10661_,25.26
u_array.row_gen\[2\].col_gen\[1\].u_pe.x_s1\[13\],25.26
u_array.row_gen\[3\].col_gen\[2\].u_pe.x_s2\[5\],25.24
_11146_,25.22
_13781_,25.22
_14501_,25.22
_18012_,25.22
_09728_,25.205
_04611_,25.2
_17790_,25.2
_11412_,25.18
u_array.row_gen\[1\].col_gen\[1\].u_pe.u_fp16_adder.mant_small_aligned_s1\[7\],25.18
post_mul_gen\[0\].u_post_mul.exp_s1\[4\],25.16
pre_mul_gen\[0\].u_pre_mul.mant_mul_s1\[8\],25.16
u_array.p_wire\[5\]\[6\],25.16
u_array.row_gen\[1\].col_gen\[2\].u_pe.u_fp16_adder.exp_max_s1\[1\],25.16
_15577_,25.15
_08299_,25.14
_11359_,25.14
_11566_,25.14
_12705_,25.14
_14574_,25.14
_14647_,25.14
_18462_,25.14
u_array.row_gen\[1\].col_gen\[0\].u_pe.u_fp16_adder.mant_small_aligned_s1\[8\],25.14
u_array.row_gen\[3\].col_gen\[0\].u_pe.x_s2\[6\],25.14
_03268_,25.12
_04954_,25.12
_05491_,25.12
_06944_,25.12
_14137_,25.12
_10783_,25.1
pre_mul_gen\[3\].u_pre_mul.mant_mul_s1\[19\],25.1
u_array.row_gen\[1\].col_gen\[0\].u_pe.u_fp16_adder.mant_large_s1\[9\],25.1
net2382,25.1
net2526,25.1
_06605_,25.08
_09095_,25.08
_15125_,25.08
_16324_,25.08
u_array.row_gen\[0\].col_gen\[0\].u_pe.v_s2,25.08
_04591_,25.06
_16312_,25.06
net299,25.04
_06172_,25.02
_06209_,25.02
u_array.p_wire\[8\]\[7\],25.02
_04119_,25
_08824_,25
_04188_,24.98
_14988_,24.98
_16862_,24.98
u_array.row_gen\[0\].col_gen\[1\].u_pe.u_fp16_adder.mant_large_s1\[11\],24.98
_10353_,24.975
_02945_,24.96
_11225_,24.96
_12720_,24.96
_13359_,24.96
_18238_,24.96
_18600_,24.96
u_array.p_wire\[15\]\[14\],24.96
_15500_,24.95
col_deskew_out\[1\].genblk1.u_deskew_buf.gen_delay.ptr\[5\],24.95
_03641_,24.94
_05397_,24.94
_08859_,24.94
_13137_,24.94
_04017_,24.92
_08136_,24.92
_16872_,24.92
_18768_,24.92
net1731,24.9
_16827_,24.89
_04320_,24.88
_18023_,24.88
net2125,24.88
net2401,24.88
_09951_,24.86
_16399_,24.86
col_deskew_out\[1\].genblk1.u_deskew_buf.gen_delay.mem\[1\]\[8\],24.86
post_mul_gen\[0\].u_post_mul.mant_mul_s1\[20\],24.86
u_array.row_gen\[0\].col_gen\[3\].u_pe.u_fp16_adder.mant_small_aligned_s1\[8\],24.86
_05208_,24.84
_15167_,24.84
_15935_,24.84
u_array.row_gen\[1\].col_gen\[3\].u_pe.u_fp16_adder.mant_small_aligned_s1\[8\],24.84
_06933_,24.835
_08322_,24.82
_09922_,24.82
_10482_,24.82
g_in_flat[14],24.81
u_array.row_gen\[3\].col_gen\[1\].u_pe.x_s2\[12\],24.8
_15886_,24.78
_16212_,24.78
_16769_,24.78
col_deskew_out\[0\].genblk1.u_deskew_buf.gen_delay.ptr\[4\],24.78
_04669_,24.76
_05463_,24.76
_08853_,24.76
_16894_,24.76
u_array.row_gen\[3\].col_gen\[2\].u_pe.u_fp16_adder.mant_small_aligned_s1\[11\],24.76
net2838,24.76
net656,24.75
_10463_,24.74
_10746_,24.74
_14813_,24.74
_16776_,24.74
u_array.row_gen\[0\].col_gen\[3\].u_pe.valid_in,24.74
_08719_,24.72
_14857_,24.72
_14999_,24.72
_16320_,24.72
u_array.p_wire\[4\]\[15\],24.72
_04057_,24.7
_09942_,24.7
_12294_,24.7
_13296_,24.7
_15409_,24.7
_13423_,24.68
_14269_,24.68
_14954_,24.68
_10504_,24.66
_11523_,24.66
_12914_,24.66
_15519_,24.66
net849,24.66
_13782_,24.64
_17814_,24.64
pre_mul_gen\[0\].u_pre_mul.exp_s1\[5\],24.64
net282,24.64
_11718_,24.63
_12671_,24.62
clknet_leaf_352_clk,24.62
_04404_,24.6
_04728_,24.6
_10624_,24.6
_15124_,24.6
_15771_,24.6
u_array.row_gen\[0\].col_gen\[0\].u_pe.u_fp16_adder.mant_small_aligned_s1\[1\],24.6
_17460_,24.595
_04801_,24.58
_10473_,24.58
_13085_,24.58
_10385_,24.56
_16263_,24.56
_04690_,24.54
_10767_,24.54
_18364_,24.54
net1789,24.54
_11156_,24.535
_13289_,24.53
_03610_,24.52
_03953_,24.52
_03982_,24.52
_03571_,24.5
_03979_,24.5
_05243_,24.5
net464,24.5
_03795_,24.46
_07026_,24.46
_07557_,24.46
_09469_,24.46
u_array.row_gen\[3\].col_gen\[0\].u_pe.u_fp16_adder.sign_large_s1,24.46
net2459,24.46
_08198_,24.44
_11569_,24.44
_11785_,24.44
_17737_,24.44
pre_mul_gen\[0\].u_pre_mul.mant_mul_s1\[3\],24.44
col_deskew_out\[0\].genblk1.u_deskew_buf.gen_delay.mem\[0\]\[9\],24.435
_09931_,24.42
_10550_,24.42
_16202_,24.42
post_mul_gen\[1\].u_post_mul.mant_mul_s1\[18\],24.42
u_array.row_gen\[1\].col_gen\[2\].u_pe.u_fp16_adder.exp_max_s1\[2\],24.42
net424,24.41
_09005_,24.4
_15202_,24.4
u_array.row_gen\[0\].col_gen\[3\].u_pe.u_fp16_adder.mant_large_s1\[9\],24.4
net617,24.4
net2593,24.4
_12490_,24.39
_07061_,24.38
_07425_,24.38
_08068_,24.38
post_mul_gen\[2\].u_post_mul.mant_mul_s1\[15\],24.38
_16085_,24.36
_16301_,24.36
_09480_,24.34
_11565_,24.34
_14094_,24.34
net2074,24.34
net2619,24.34
_12684_,24.32
_17807_,24.32
col_deskew_out\[2\].genblk1.u_deskew_buf.gen_delay.mem\[1\]\[14\],24.32
post_mul_gen\[2\].u_post_mul.mant_mul_s1\[1\],24.32
u_array.row_gen\[2\].col_gen\[3\].u_pe.u_fp16_adder.mant_large_s1\[3\],24.32
_04126_,24.3
_06788_,24.3
_11198_,24.3
_14258_,24.3
_14516_,24.3
_15419_,24.3
_18368_,24.3
_18624_,24.3
pre_mul_gen\[2\].u_pre_mul.mant_mul_s1\[16\],24.3
_04013_,24.28
_11425_,24.28
_13809_,24.28
_14225_,24.28
_16214_,24.28
u_array.row_gen\[0\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[13\],24.28
_18358_,24.27
_06270_,24.26
_14511_,24.26
_14556_,24.26
_04587_,24.24
_16224_,24.24
_16959_,24.24
net2248,24.24
_04060_,24.22
_05174_,24.22
_05588_,24.22
_08406_,24.22
_08531_,24.22
_08598_,24.22
_12627_,24.22
_17125_,24.22
u_array.p_wire\[5\]\[8\],24.22
_03097_,24.2
_07175_,24.18
_10417_,24.18
u_array.row_gen\[2\].col_gen\[0\].u_pe.x_s2\[14\],24.18
_06147_,24.16
u_array.row_gen\[3\].col_gen\[2\].u_pe.u_fp16_adder.valid_s1,24.16
_17972_,24.14
u_array.p_wire\[7\]\[9\],24.14
_04410_,24.12
u_array.row_gen\[0\].col_gen\[0\].u_pe.u_fp16_adder.valid_out,24.12
_08544_,24.11
_08468_,24.1
_11232_,24.1
net2495,24.1
_04840_,24.09
_14913_,24.08
_16600_,24.08
_10760_,24.06
_11058_,24.06
_06517_,24.04
_10344_,24.04
_15243_,24.04
_12923_,24.02
u_array.row_gen\[3\].col_gen\[1\].u_pe.u_fp16_adder.mant_small_aligned_s1\[5\],24.02
_06519_,24
_09154_,24
_10497_,24
net1046,24
net2474,24
_09040_,23.99
_07530_,23.98
_09156_,23.98
_14279_,23.98
_17753_,23.98
_08516_,23.96
_08986_,23.96
_14896_,23.96
_14903_,23.96
_18585_,23.96
u_array.row_gen\[0\].col_gen\[2\].u_pe.x_out\[3\],23.94
_03649_,23.92
_09971_,23.92
_13070_,23.92
_14217_,23.92
col_deskew_out\[2\].genblk1.u_deskew_buf.d_in\[12\],23.92
u_array.row_gen\[0\].col_gen\[3\].u_pe.u_fp16_adder.mant_small_aligned_s1\[9\],23.92
_14762_,23.9
_10027_,23.88
_10757_,23.88
_12716_,23.88
net854,23.88
_08260_,23.84
_10196_,23.84
_11217_,23.84
_12348_,23.84
_12645_,23.84
_16695_,23.84
_04699_,23.82
_12764_,23.82
_14333_,23.82
_03619_,23.8
_08441_,23.8
_08566_,23.8
_14021_,23.8
_16893_,23.8
_05996_,23.79
_05796_,23.76
_08141_,23.76
_16590_,23.76
pre_mul_gen\[1\].u_pre_mul.mant_mul_s1\[14\],23.76
u_array.row_gen\[1\].col_gen\[1\].u_pe.u_fp16_adder.mant_small_aligned_s1\[6\],23.76
_05457_,23.74
_12837_,23.74
_09794_,23.72
_10195_,23.72
_13489_,23.72
_13853_,23.72
_13882_,23.72
_14085_,23.72
_15006_,23.72
u_array.row_gen\[3\].col_gen\[1\].u_pe.u_fp16_adder.mant_small_aligned_s1\[11\],23.72
_15064_,23.7
col_deskew_out\[2\].genblk1.u_deskew_buf.gen_delay.ptr\[4\],23.7
u_array.row_gen\[0\].col_gen\[3\].u_pe.u_fp16_adder.mant_small_aligned_s1\[1\],23.7
_07370_,23.69
_08998_,23.69
_08469_,23.68
_15793_,23.66
u_array.row_gen\[1\].col_gen\[0\].u_pe.u_fp16_adder.mant_large_s1\[5\],23.64
_07053_,23.62
_09614_,23.62
_11043_,23.62
_18547_,23.62
post_mul_gen\[2\].u_post_mul.mant_mul_s1\[18\],23.62
_11176_,23.61
_08500_,23.6
_12280_,23.6
_05393_,23.58
_17568_,23.58
_17962_,23.58
_02910_,23.54
_03639_,23.54
_08190_,23.54
_13891_,23.54
_14002_,23.54
_10245_,23.52
_17769_,23.52
net271,23.5
_08645_,23.48
_09103_,23.48
_15641_,23.48
_16682_,23.48
_03405_,23.46
_04149_,23.46
_12642_,23.46
_15560_,23.46
net2279,23.46
_03030_,23.44
_09740_,23.44
_12424_,23.44
u_array.row_gen\[2\].col_gen\[2\].u_pe.x_out\[2\],23.44
u_array.row_gen\[3\].col_gen\[0\].u_pe.u_fp16_adder.mant_large_s1\[9\],23.44
_09716_,23.42
_10893_,23.42
_15271_,23.42
_16602_,23.42
post_mul_gen\[3\].u_post_mul.mant_mul_s1\[11\],23.42
pre_mul_gen\[1\].u_pre_mul.mant_mul_s1\[11\],23.42
_03090_,23.4
_09205_,23.4
_09684_,23.4
_15557_,23.4
_08195_,23.38
_08306_,23.38
_10345_,23.38
net2529,23.38
_16839_,23.375
_08576_,23.36
_16874_,23.36
_04589_,23.34
_12402_,23.34
_13921_,23.34
_12948_,23.32
u_array.row_gen\[0\].col_gen\[2\].u_pe.u_fp16_adder.mant_large_s1\[7\],23.32
_03388_,23.3
_09012_,23.3
_15274_,23.3
_16573_,23.3
_16621_,23.3
_18156_,23.3
net1333,23.3
_17988_,23.295
_03313_,23.28
_06153_,23.28
_10047_,23.28
_10897_,23.28
_11616_,23.28
_16479_,23.28
_18252_,23.28
u_array.row_gen\[1\].col_gen\[2\].u_pe.u_fp16_adder.exp_max_s1\[3\],23.28
_04108_,23.26
_10137_,23.26
_11266_,23.26
pre_mul_gen\[3\].u_pre_mul.mant_mul_s1\[0\],23.26
u_array.row_gen\[2\].col_gen\[1\].u_pe.u_fp16_adder.mant_large_s1\[4\],23.26
net1158,23.26
_13731_,23.24
_15017_,23.24
_14526_,23.225
_08471_,23.22
u_array.row_gen\[0\].col_gen\[2\].u_pe.u_fp16_adder.mant_large_s1\[11\],23.22
u_array.row_gen\[1\].col_gen\[0\].u_pe.u_fp16_adder.mant_large_s1\[3\],23.215
_00197_,23.205
_08387_,23.2
_10862_,23.2
_15552_,23.2
_16808_,23.2
_17886_,23.2
u_array.row_gen\[2\].col_gen\[2\].u_pe.u_fp16_adder.mant_large_s1\[3\],23.2
net1301,23.2
_08634_,23.18
_15472_,23.18
_18741_,23.18
_04906_,23.16
_11020_,23.16
_12543_,23.16
_13236_,23.16
_13343_,23.16
_16860_,23.16
_10669_,23.14
_14131_,23.14
_14220_,23.14
u_array.row_gen\[0\].col_gen\[3\].u_pe.u_fp16_adder.mant_small_aligned_s1\[12\],23.14
u_array.row_gen\[2\].col_gen\[1\].u_pe.u_fp16_adder.mant_large_s1\[5\],23.14
clknet_leaf_99_clk,23.14
net451,23.14
_05937_,23.12
_09907_,23.1
_13412_,23.1
u_array.p_wire\[6\]\[1\],23.1
_08249_,23.08
_08298_,23.08
_09237_,23.08
_11362_,23.08
_13154_,23.08
_08255_,23.06
_10508_,23.06
_10680_,23.06
_11188_,23.06
_12347_,23.06
_12893_,23.06
_15302_,23.06
_17996_,23.06
u_array.row_gen\[0\].col_gen\[0\].u_pe.u_fp16_adder.mant_small_aligned_s1\[7\],23.06
_03303_,23.04
_10829_,23.04
_15050_,23.04
_15784_,23.04
_06415_,23.02
_09179_,23.02
pre_mul_gen\[1\].u_pre_mul.mant_mul_s1\[3\],23.02
u_array.row_gen\[1\].col_gen\[0\].u_pe.v_s3,23.02
_05820_,23
_16513_,23
_17273_,23
u_skew.row_skew\[1\].u_skew_buf.gen_delay.ptr\[7\],23
net2643,23
_05196_,22.98
_12453_,22.98
_14673_,22.98
_16607_,22.98
_16930_,22.98
clknet_leaf_10_clk,22.98
_08196_,22.96
_10712_,22.96
net1147,22.96
_08846_,22.95
u_array.row_gen\[2\].col_gen\[3\].u_pe.u_fp16_adder.mant_small_aligned_s1\[8\],22.95
_14643_,22.94
_03068_,22.935
_11900_,22.92
u_array.row_gen\[3\].col_gen\[0\].u_pe.x_s2\[4\],22.92
_04182_,22.91
_03095_,22.9
_10359_,22.9
_10438_,22.9
_17819_,22.9
_12560_,22.88
_18434_,22.88
u_array.row_gen\[0\].col_gen\[3\].u_pe.u_fp16_adder.mant_small_aligned_s1\[4\],22.88
u_array.row_gen\[2\].col_gen\[2\].u_pe.x_out\[0\],22.88
u_array.row_gen\[3\].col_gen\[2\].u_pe.x_s2\[14\],22.88
_08632_,22.85
_16067_,22.85
_08556_,22.84
_15553_,22.84
_17022_,22.84
_17661_,22.84
net712,22.84
_06516_,22.82
_09647_,22.82
_16965_,22.82
_18067_,22.82
_07293_,22.8
_11764_,22.8
post_mul_gen\[1\].u_post_mul.exp_s1\[0\],22.8
net437,22.8
_04874_,22.78
_06268_,22.78
_10983_,22.78
_16908_,22.78
_11047_,22.76
_13244_,22.76
_05913_,22.74
_10841_,22.74
u_skew.row_skew\[2\].u_skew_buf.gen_delay.mem\[5\]\[11\],22.74
_15489_,22.725
_08854_,22.72
_11401_,22.72
u_array.row_gen\[1\].col_gen\[0\].u_pe.u_fp16_adder.mant_small_aligned_s1\[12\],22.72
_02977_,22.71
_08508_,22.7
_15036_,22.7
_16884_,22.7
_16974_,22.7
_18447_,22.7
u_skew.row_skew\[2\].u_skew_buf.gen_delay.ptr\[6\],22.7
_16680_,22.68
u_array.row_gen\[3\].col_gen\[0\].u_pe.u_fp16_adder.mant_small_aligned_s1\[8\],22.68
_06700_,22.66
_16838_,22.66
_08879_,22.64
_11339_,22.64
_12422_,22.64
_16179_,22.64
u_array.row_gen\[2\].col_gen\[0\].u_pe.u_fp16_adder.mant_large_s1\[5\],22.64
u_array.row_gen\[2\].col_gen\[3\].u_pe.u_fp16_adder.exp_max_s2\[4\],22.64
u_array.row_gen\[3\].col_gen\[2\].u_pe.u_fp16_adder.exp_max_s1\[1\],22.64
_15324_,22.62
_16545_,22.62
_17086_,22.62
_18431_,22.6
pre_mul_gen\[3\].u_pre_mul.exp_s1\[3\],22.6
net2502,22.6
_04549_,22.58
_05591_,22.58
_06584_,22.58
_08209_,22.58
_09755_,22.58
_18581_,22.58
col_deskew_out\[2\].genblk1.u_deskew_buf.gen_delay.ptr\[6\],22.58
post_mul_gen\[0\].u_post_mul.valid_in,22.58
u_array.row_gen\[3\].col_gen\[1\].u_pe.u_fp16_adder.mant_large_s1\[9\],22.58
_15502_,22.56
net1570,22.56
_03028_,22.55
_03275_,22.54
_09917_,22.54
col_deskew_out\[2\].genblk1.u_deskew_buf.gen_delay.mem\[2\]\[15\],22.54
net1909,22.54
_08355_,22.52
_10425_,22.52
_11619_,22.52
_03432_,22.5
_10622_,22.5
_12694_,22.5
_14598_,22.5
_17310_,22.5
net268,22.5
_03635_,22.48
_11712_,22.48
_14944_,22.48
_06079_,22.46
_11005_,22.46
_13242_,22.46
_14532_,22.46
_11759_,22.455
_14783_,22.44
_17362_,22.44
_14815_,22.435
_03758_,22.42
_10086_,22.42
_10995_,22.42
_16420_,22.42
post_mul_gen\[2\].u_post_mul.mant_mul_s1\[19\],22.42
net1219,22.42
_09132_,22.4
post_mul_gen\[1\].u_post_mul.zero_flag_s1,22.4
_09099_,22.38
_10418_,22.38
_13715_,22.38
_14400_,22.38
_18289_,22.38
_18481_,22.375
_06372_,22.36
_06603_,22.36
_08199_,22.36
_16098_,22.36
_16518_,22.36
u_array.row_gen\[2\].col_gen\[1\].u_pe.x_s2\[11\],22.36
u_array.row_gen\[3\].col_gen\[1\].u_pe.v_s1,22.36
_13397_,22.35
_05382_,22.34
